x,y,z
-1.9,0.0,2.2
-1.8989889629642718,0.0,2.201344819765127
-1.8959616586062213,0.0,2.2053720675678345
-1.8909267970495487,0.0,2.2120709261691136
-1.8838930884179546,0.0,2.2214305783299526
-1.8748692428351392,0.0,2.233440206811342
-1.8638639704248032,0.0,2.248088994374273
-1.8508849390212114,0.0,2.2653676310967406
-1.835932738357226,0.0,2.285277043121937
-1.819005039982768,0.0,2.3078223811262024
-1.8001017465815219,0.0,2.3330059588176475
-1.7792267240008888,0.0,2.360825053304941
-1.756383587939037,0.0,2.3912775659033008
-1.7315750646622627,0.0,2.424363015826228
-1.7048046335579339,0.0,2.460080291466732
-1.6760763419271671,0.0,2.4984279257445206
-1.6453945659480764,0.0,2.5394044846801926
-1.6127642220859928,0.0,2.583008324761625
-1.578190776085982,0.0,2.6292376351007585
-1.5416803102717278,0.0,2.678090414472977
-1.5032395995723673,0.0,2.7295644485197723
-1.4628761994267592,0.0,2.783657286098192
-1.4205985529744187,0.0,2.8403662088684793
-1.3764161123476235,0.0,2.8996882005990106
-1.3303394726061768,0.0,2.9616199278043567
-1.2823803455541554,0.0,3.026157982869879
-1.232552013630832,0.0,3.093298506699019
-1.1808713998848233,0.0,3.1630347071947242
-1.1273935843936072,0.0,3.235310548926016
-1.0732474832726657,0.0,3.308617223183378
-1.019195090918323,0.0,3.3819354704520945
-0.9652528980447876,0.0,3.4552538819086536
-0.9114299958525934,0.0,3.5285725361884315
-0.8577368251155515,0.0,3.6018914538657603
-0.8041845010221436,0.0,3.675211898286088
-0.7507821569501996,0.0,3.7485405077380918
-0.6975326485094668,0.0,3.821896062844385
-0.6448037585876689,0.0,3.894796171451791
-0.5937365925694538,0.0,3.9656799075752924
-0.5448143588037293,0.0,4.033881957095346
-0.4980338970073517,0.0,4.099408306348799
-0.4533991348571129,0.0,4.162255215087372
-0.4109110649669785,0.0,4.22242313834853
-0.3705710558230737,0.0,4.279912142853487
-0.3323806292538547,0.0,4.334722230314718
-0.29634141827610083,0.0,4.386853411998134
-0.2624551929388792,0.0,4.4363056900499185
-0.2307238775004239,0.0,4.4830790559661216
-0.20114956733929068,0.0,4.527173489193353
-0.17373455214476463,0.0,4.568588954722129
-0.1484813394145148,0.0,4.607325400499505
-0.12539268575580564,0.0,4.643382754016082
-0.10447162968820956,0.0,4.676760918510389
-0.08572153490211165,0.0,4.70745976796111
-0.06914613762506017,0.0,4.73547914132824
-0.05474960683395125,0.0,4.760818835144352
-0.04253661604223513,0.0,4.783478594392204
-0.03251242948254074,0.0,4.803458101246354
-0.02468301144326368,0.0,4.820756960511504
-0.019055160503742785,0.0,4.835374681279756
-0.015636678487631617,0.0,4.847310653499276
-0.014436588278943008,0.0,4.856564117745668
-0.015465422046038402,0.0,4.863134126517758
-0.018735427633586488,0.0,4.867019316436945
-0.024261319702549633,0.0,4.868218429605045
-0.03205659804002603,0.0,4.866730899443831
-0.04214037096946788,0.0,4.862557597208675
-0.05452970814247715,0.0,4.855702685186868
-0.0692393635487194,0.0,4.846177935961887
-0.08629437474100832,0.0,4.8339958458919146
-0.10572991446336544,0.0,4.819170852426369
-0.127588571785632,0.0,4.80172579832852
