x,y,z
0.0,0.0,2.0
0.0011834763778787926,0.0,2.00052075594045
0.004726845087884958,0.0,2.0020805669375514
0.010619515494573177,0.0,2.0046757477549284
0.018850896962498136,0.0,2.008302613156207
0.02941039885621451,0.0,2.012957477905012
0.04228743054027698,0.0,2.01863665676497
0.05747348993941238,0.0,2.025337603243437
0.07497041312518027,0.0,2.033063407506014
0.09478311973741671,0.0,2.0418188592015887
0.11691293119038028,0.0,2.0516073860971358
0.14135691176209655,0.0,2.0624308318299405
0.16811332114327282,0.0,2.0742920416286204
0.19718158534746505,0.0,2.087194903730621
0.2285603414012404,0.0,2.1011434923169006
0.2622480464077963,0.0,2.116142373697502
0.29824310115368774,0.0,2.132196749215881
0.33654367009791825,0.0,2.1493124491735784
0.3771477219972898,0.0,2.1674960443712927
0.42005298959993537,0.0,2.1867549385051825
0.46525694284254515,0.0,2.207097490906322
0.5127567543390675,0.0,2.228533163028447
0.5625492717256934,0.0,2.2510727005918048
0.6146311949850494,0.0,2.2747284653849578
0.6689990050257837,0.0,2.2995147022733575
0.7256486915771648,0.0,2.325447797656448
0.7845756524217024,0.0,2.3525467135156424
0.8457744764254496,0.0,2.380833511418627
0.9092343631872141,0.0,2.410332007746098
0.9749192347846007,0.0,2.4410594746125693
1.0424780997663277,0.0,2.4728907403505187
1.1098572610014432,0.0,2.504891053821107
1.1750155730181724,0.0,2.536105498418578
1.237813473700545,0.0,2.5664693719989664
1.298249689623344,0.0,2.595983559967365
1.3563285384481412,0.0,2.6246516892150638
1.4120489164626404,0.0,2.652474909921501
1.4654109474788828,0.0,2.679455059507933
1.5164146255980817,0.0,2.705594027698303
1.5650599258788391,0.0,2.730893819144564
1.611346822832764,0.0,2.75535657453897
1.6552752814910578,0.0,2.7789845796926342
1.6968452572954844,0.0,2.801780279559134
1.7360566946598035,0.0,2.823746295491351
1.7729095253032445,0.0,2.8448854434842605
1.8074036664014848,0.0,2.865200754306199
1.839539018208198,0.0,2.8846954994523686
1.8693154615510656,0.0,2.9033732168185282
1.8967328545739885,0.0,2.921237744363524
1.9217910290838969,0.0,2.9382932563149575
1.9444897860755928,0.0,2.954544306793887
1.9648288903745306,0.0,2.969995880858817
1.9828080642018977,0.0,2.98465345427897
1.9984269793612595,0.0,2.998523064786589
2.0116852476113225,0.0,3.0116113988284368
2.0225824095337597,0.0,3.0239258935351616
2.0311179211710066,0.0,3.035474871672571
2.0372911345594056,0.0,3.0462676952101884
2.0411011868355105,0.0,3.0563147708189815
2.04254715936147,0.0,3.065627691416251
2.041628612310773,0.0,3.074219479012989
2.0383459339522094,0.0,3.082105166163876
2.032700775458089,0.0,3.0893028432137433
2.0246952730707157,0.0,3.095834666071076
2.014331963237568,0.0,3.1017271083316484
2.0016169218947266,0.0,3.107010967599519
1.9865656651928612,0.0,3.111722810773221
1.9691880346427446,0.0,3.1159125201236475
1.9494975981882712,0.0,3.1196423752240494
1.927511656806668,0.0,3.1229919346553943
1.9032604116975684,0.0,3.126071096547591
1.8767743655520688,0.0,3.1290018063507214
1.848412556428243,0.0,3.132013768307593
1.8186908628948586,0.0,3.1353906866961863
1.7876348518390308,0.0,3.1395939121193814
1.755334515771285,0.0,3.1455760853739534
1.7239418453978879,0.0,3.153826075136663
1.6947427897555585,0.0,3.164351786265229
1.6678680929436684,0.0,3.177221184116645
1.6431367848259755,0.0,3.192421849635386
1.6198845349544868,0.0,3.209882547706029
1.5972119801615035,0.0,3.229040496124054
1.5755079102671938,0.0,3.247249040560613
1.553296891035505,0.0,3.263387287030799
1.529031977737953,0.0,3.2772800154889463
1.5025830371000086,0.0,3.2893189855220575
1.4738995988657366,0.0,3.2999221999691764
1.4429700639958118,0.0,3.3093616886197514
1.4098028333127615,0.0,3.3178554430825096
1.3744885604808545,0.0,3.3255993090180875
1.3371783619253754,0.0,3.3328233052275245
1.2979056557148205,0.0,3.339823286833142
1.2564556054530616,0.0,3.3467217001979166
1.2127269677842758,0.0,3.35347265311815
1.1669591634955223,0.0,3.3599956707733667
1.1191625069975386,0.0,3.3662926284647345
1.069145667206829,0.0,3.372407058979847
1.016639199154272,0.0,3.3784052470683634
0.9622344099894145,0.0,3.3842717437182923
0.9068643417366936,0.0,3.389953277261533
0.8513293571231052,0.0,3.39540047467505
